tweet_id,timestamp,source,name,dog_stage,rating,retweet_count,favorite_count,img_num,p1,p1_conf,p1_dog
881536004380872706,2017-07-02 15:32:16,iPhone,unknown,pupper,1.4,16570,50199,1,Samoyed,0.281463,True
881268444196462592,2017-07-01 21:49:04,iPhone,Elliot,unknown,1.2,5358,23501,1,tusker,0.473303,False
880935762899988482,2017-06-30 23:47:07,iPhone,Louis,unknown,1.3,2886,17346,1,street_sign,0.251801,False
880872448815771648,2017-06-30 19:35:32,iPhone,unknown,unknown,1.2,3989,21734,1,Pembroke,0.791416,True
880465832366813184,2017-06-29 16:39:47,iPhone,Bella,unknown,1.2,6546,29075,1,golden_retriever,0.913255,True
880221127280381952,2017-06-29 00:27:25,iPhone,Jesse,unknown,1.2,4436,27640,1,Chihuahua,0.238525,True
880095782870896641,2017-06-28 16:09:20,iPhone,unknown,unknown,1.1,4533,28150,1,miniature_pinscher,0.120298,True
879862464715927552,2017-06-28 00:42:13,iPhone,Romeo,unknown,1.3,3642,22667,3,basset,0.813507,True
879492040517615616,2017-06-27 00:10:17,iPhone,Bailey,unknown,1.2,3323,23822,1,German_short-haired_pointer,0.479896,True
879415818425184262,2017-06-26 19:07:24,iPhone,Duddles,unknown,1.3,45849,107956,1,English_springer,0.383404,True
879376492567855104,2017-06-26 16:31:08,iPhone,Jack,unknown,1.2,3261,17099,1,Labrador_retriever,0.0334961,True
879050749262655488,2017-06-25 18:56:45,iPhone,Steven,unknown,1.1,4941,23022,1,tabby,0.311861,False
879008229531029506,2017-06-25 16:07:47,iPhone,Beau,unknown,1.3,2812,19317,1,vizsla,0.960513,True
878776093423087618,2017-06-25 00:45:22,iPhone,Snoopy,puppo,1.3,4319,19763,2,Italian_greyhound,0.734684,True
878281511006478336,2017-06-23 16:00:04,iPhone,Shadow,unknown,1.3,1349,7913,1,basset,0.32042,True
878057613040115712,2017-06-23 01:10:23,iPhone,Emmy,unknown,1.4,7181,42876,1,French_bulldog,0.839097,True
877736472329191424,2017-06-22 03:54:17,iPhone,Aja,unknown,1.3,17300,71144,2,Chesapeake_Bay_retriever,0.8379559999999999,True
877556246731214848,2017-06-21 15:58:08,iPhone,Penny,unknown,1.2,3994,23258,1,basset,0.995368,True
877316821321428993,2017-06-21 00:06:44,iPhone,Dante,unknown,1.3,5414,27907,1,Saluki,0.5099670000000001,True
877201837425926144,2017-06-20 16:29:50,iPhone,Nelly,unknown,1.2,5880,27755,1,Pembroke,0.93112,True
876838120628539392,2017-06-19 16:24:33,iPhone,Ginger,pupper,1.2,3506,21125,1,bloodhound,0.575751,True
876484053909872640,2017-06-18 16:57:37,iPhone,Benedict,unknown,1.3,2511,19163,1,golden_retriever,0.874566,True
876120275196170240,2017-06-17 16:52:05,iPhone,Venti,unknown,1.3,4903,28490,1,Bernese_mountain_dog,0.534327,True
875747767867523072,2017-06-16 16:11:53,iPhone,Goose,unknown,1.3,4497,25773,1,Labrador_retriever,0.799551,True
875144289856114688,2017-06-15 00:13:52,iPhone,Nugget,unknown,1.3,5081,22185,1,Siberian_husky,0.245048,True
875021211251597312,2017-06-14 16:04:48,iPhone,unknown,unknown,1.2,4922,26022,2,West_Highland_white_terrier,0.7143189999999999,True
874680097055178752,2017-06-13 17:29:20,iPhone,Cash,unknown,1.2,4875,28439,1,Labrador_retriever,0.836052,True
874296783580663808,2017-06-12 16:06:11,iPhone,Jed,pupper,1.3,4308,26651,1,cocker_spaniel,0.437216,True
874057562936811520,2017-06-12 00:15:36,iPhone,unknown,unknown,1.2,4125,23134,1,flat-coated_retriever,0.8321770000000001,True
874012996292530176,2017-06-11 21:18:31,iPhone,Sebastian,puppo,1.3,11007,35501,2,Cardigan,0.806674,True
873580283840344065,2017-06-10 16:39:04,iPhone,unknown,unknown,1.3,4143,24837,1,Newfoundland,0.678537,True
873213775632977920,2017-06-09 16:22:42,iPhone,Sierra,pupper,1.2,1667,7467,1,vizsla,0.6197819999999999,True
872967104147763200,2017-06-09 00:02:31,iPhone,unknown,doggo,1.2,5669,28031,2,Labrador_retriever,0.476913,True
872820683541237760,2017-06-08 14:20:41,iPhone,unknown,unknown,1.3,3884,15029,3,pug,0.99912,True
872620804844003328,2017-06-08 01:06:27,iPhone,Monkey,unknown,1.3,3911,21309,1,cocker_spaniel,0.513191,True
872486979161796608,2017-06-07 16:14:40,iPhone,unknown,unknown,1.2,9429,41606,1,Pembroke,0.931861,True
872261713294495745,2017-06-07 01:19:32,iPhone,Harry,unknown,1.3,6649,35085,2,Labrador_retriever,0.972019,True
872122724285648897,2017-06-06 16:07:15,iPhone,Kody,unknown,1.2,8549,35324,1,pug,0.06673630000000001,True
871879754684805121,2017-06-06 00:01:46,iPhone,Lassie,unknown,1.3,11918,39090,1,Shetland_sheepdog,0.969171,True
871762521631449091,2017-06-05 16:15:56,iPhone,Rover,pupper,1.2,3678,20787,2,Labrador_retriever,0.921393,True
871515927908634625,2017-06-04 23:56:03,iPhone,Napolean,doggo,1.2,3628,20730,2,komondor,0.974781,True
871032628920680449,2017-06-03 15:55:36,iPhone,Boomer,unknown,1.3,3999,23255,1,kelpie,0.3980530000000001,True
870804317367881728,2017-06-03 00:48:22,iPhone,unknown,unknown,1.1,6393,33791,1,home_theater,0.16829000000000002,False
870656317836468226,2017-06-02 15:00:16,iPhone,Cody,unknown,1.3,2817,12819,4,Pembroke,0.945495,True
870374049280663552,2017-06-01 20:18:38,iPhone,Zoey,unknown,1.3,27680,85011,1,golden_retriever,0.841001,True
870308999962521604,2017-06-01 16:00:09,iPhone,Rumble,unknown,1.3,4384,22453,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True
870063196459192321,2017-05-31 23:43:25,iPhone,Clifford,unknown,1.4,8840,37771,1,comic_book,0.534409,False
869772420881756160,2017-05-31 04:27:59,iPhone,Dewey,unknown,1.3,10663,43710,1,Pembroke,0.980148,True
869702957897576449,2017-05-30 23:51:58,iPhone,Stanley,unknown,1.3,6728,29116,1,Pembroke,0.993449,True
869596645499047938,2017-05-30 16:49:31,iPhone,Scout,doggo,1.2,3327,16476,1,Chihuahua,0.955156,True
869227993411051520,2017-05-29 16:24:37,iPhone,Gizmo,unknown,1.3,4023,21112,1,Pembroke,0.664181,True
868880397819494401,2017-05-28 17:23:24,iPhone,Walter,unknown,1.4,12518,55098,1,French_bulldog,0.0999839,True
868622495443632128,2017-05-28 00:18:35,iPhone,unknown,unknown,1.3,6275,28295,1,Labrador_retriever,0.868107,True
868552278524837888,2017-05-27 19:39:34,iPhone,Cooper,unknown,1.2,2240,10539,1,whippet,0.378151,True
867900495410671616,2017-05-26 00:29:37,iPhone,unknown,unknown,1.2,4439,24964,1,Labrador_retriever,0.522644,True
867774946302451713,2017-05-25 16:10:44,iPhone,Harold,unknown,1.3,7788,35179,2,Border_collie,0.661953,True
867421006826221569,2017-05-24 16:44:18,iPhone,Shikha,puppo,1.2,2697,16755,1,Eskimo_dog,0.6164569999999999,True
867051520902168576,2017-05-23 16:16:06,iPhone,unknown,unknown,1.3,8425,33420,1,Samoyed,0.471403,True
866686824827068416,2017-05-22 16:06:55,iPhone,Lili,unknown,1.2,3727,20070,1,flat-coated_retriever,0.51473,True
866450705531457537,2017-05-22 00:28:40,iPhone,Jamesy,pupper,1.3,32883,106827,2,French_bulldog,0.905334,True
866334964761202691,2017-05-21 16:48:45,iPhone,Coco,unknown,1.2,15546,54720,1,Samoyed,0.984086,True
865718153858494464,2017-05-19 23:57:46,iPhone,Boomer,unknown,1.3,6008,26640,1,golden_retriever,0.673664,True
865359393868664832,2017-05-19 00:12:11,iPhone,Sammy,unknown,1.3,5384,27530,2,Chesapeake_Bay_retriever,0.832435,True
865006731092295680,2017-05-18 00:50:50,iPhone,Nelly,unknown,1.3,8209,29063,1,Pembroke,0.989882,True
864873206498414592,2017-05-17 16:00:15,iPhone,unknown,unknown,1.4,9361,33651,2,pole,0.478616,False
864279568663928832,2017-05-16 00:41:21,iPhone,Meatball,unknown,1.2,3266,15195,1,bull_mastiff,0.668613,True
864197398364647424,2017-05-15 19:14:50,iPhone,Paisley,unknown,1.3,9616,31459,4,golden_retriever,0.945905,True
863907417377173506,2017-05-15 00:02:33,iPhone,Albus,unknown,1.3,4441,21477,1,marmot,0.35882800000000004,False
863553081350529029,2017-05-14 00:34:33,iPhone,Neptune,unknown,1.3,4489,15935,1,Eskimo_dog,0.41333,True
863432100342583297,2017-05-13 16:33:49,iPhone,Belle,unknown,1.2,5664,24829,1,Staffordshire_bullterrier,0.690517,True
863062471531167744,2017-05-12 16:05:02,iPhone,Quinn,unknown,1.3,2687,8945,2,French_bulldog,0.935804,True
862831371563274240,2017-05-12 00:46:44,iPhone,Zooey,unknown,1.3,5457,20011,2,Australian_terrier,0.207281,True
862722525377298433,2017-05-11 17:34:13,iPhone,Dave,unknown,1.1,3809,17779,1,basset,0.39333,True
862457590147678208,2017-05-11 00:01:27,iPhone,Jersey,unknown,1.3,5388,21492,1,home_theater,0.496348,False
862096992088072192,2017-05-10 00:08:34,iPhone,unknown,unknown,1.3,21840,66437,2,chow,0.677589,True
861383897657036800,2017-05-08 00:54:59,iPhone,Hobbes,unknown,1.3,11528,37744,1,Cardigan,0.771008,True
861288531465048066,2017-05-07 18:36:02,iPhone,unknown,unknown,1.3,4479,18032,1,Bouvier_des_Flandres,0.0826102,True
861005113778896900,2017-05-06 23:49:50,iPhone,Burt,unknown,1.2,4119,17538,1,German_shepherd,0.507951,True
860563773140209665,2017-05-05 18:36:06,iPhone,Lorenzo,unknown,1.3,2334,7878,1,Cardigan,0.583936,True
860524505164394496,2017-05-05 16:00:04,iPhone,Carl,unknown,1.3,5698,24678,1,Bedlington_terrier,0.286558,True
860276583193509888,2017-05-04 23:34:55,iPhone,Jordy,unknown,1.2,3745,19154,1,lakeside,0.312299,False
860184849394610176,2017-05-04 17:30:24,iPhone,unknown,unknown,1.4,6295,17474,1,chimpanzee,0.267612,False
859924526012018688,2017-05-04 00:15:58,iPhone,Milky,unknown,1.2,4349,20021,1,French_bulldog,0.254587,True
859851578198683649,2017-05-03 19:26:06,iPhone,Trooper,unknown,1.3,3780,16105,4,Labrador_retriever,0.899086,True
859607811541651456,2017-05-03 03:17:27,iPhone,unknown,puppo,1.3,1704,19476,1,golden_retriever,0.8955290000000001,True
859196978902773760,2017-05-02 00:04:57,iPhone,unknown,unknown,1.2,25661,75193,1,malamute,0.216163,True
859074603037188101,2017-05-01 15:58:40,iPhone,unknown,unknown,1.3,14740,35553,1,revolver,0.190292,False
858843525470990336,2017-05-01 00:40:27,iPhone,unknown,doggo,1.3,3771,16304,1,golden_retriever,0.57812,True
858471635011153920,2017-04-30 00:02:42,iPhone,Sophie,unknown,1.3,5271,22640,1,Pembroke,0.987407,True
858107933456039936,2017-04-28 23:57:28,iPhone,Wyatt,unknown,1.2,3154,16524,1,golden_retriever,0.863874,True
857989990357356544,2017-04-28 16:08:49,iPhone,Rosie,unknown,1.2,2812,16952,1,French_bulldog,0.43258,True
857746408056729600,2017-04-28 00:00:54,iPhone,Thor,unknown,1.3,11524,36021,1,Labrador_retriever,0.919832,True
857393404942143489,2017-04-27 00:38:11,iPhone,unknown,unknown,1.3,1785,6236,3,malamute,0.8415969999999999,True
857263160327368704,2017-04-26 16:00:39,iPhone,Oscar,unknown,1.3,4934,21041,1,Samoyed,0.998021,True
857029823797047296,2017-04-26 00:33:27,iPhone,Zeke,unknown,1.2,4364,19910,2,golden_retriever,0.968623,True
856543823941562368,2017-04-24 16:22:16,iPhone,Callie,unknown,1.2,3131,17135,1,Boston_bull,0.30691,True
856282028240666624,2017-04-23 23:01:59,iPhone,Cermet,unknown,1.4,6841,29086,4,Chihuahua,0.8765430000000001,True
855851453814013952,2017-04-22 18:31:02,iPhone,unknown,doggo-puppo,1.3,19196,47844,1,flat-coated_retriever,0.321676,True
855459453768019968,2017-04-21 16:33:22,iPhone,unknown,unknown,1.2,8987,31657,2,Blenheim_spaniel,0.389513,True
854732716440526848,2017-04-19 16:25:34,iPhone,Marlee,unknown,1.2,6690,24188,1,Pembroke,0.6955479999999999,True
854482394044301312,2017-04-18 23:50:52,iPhone,Arya,unknown,1.3,7608,31131,1,Chihuahua,0.26024200000000003,True
854365224396361728,2017-04-18 16:05:17,iPhone,Einstein,unknown,1.3,5159,20046,1,Pembroke,0.90708,True
854120357044912130,2017-04-17 23:52:16,iPhone,unknown,pupper,1.4,8285,33911,4,black-and-tan_coonhound,0.8548610000000001,True
854010172552949760,2017-04-17 16:34:26,iPhone,unknown,doggo-floofer,1.1,3433,17169,1,English_springer,0.354733,True
853760880890318849,2017-04-17 00:03:50,iPhone,Alice,unknown,1.2,6403,30414,1,miniature_pinscher,0.29251900000000003,True
853639147608842240,2017-04-16 16:00:07,iPhone,unknown,unknown,1.3,11265,37198,1,German_shepherd,0.509879,True
853299958564483072,2017-04-15 17:32:18,iPhone,Rumpole,unknown,1.3,3928,16508,1,grille,0.65228,False
852912242202992640,2017-04-14 15:51:39,iPhone,Benny,unknown,1.2,2037,9658,1,Great_Dane,0.7837649999999999,True
852672615818899456,2017-04-13 23:59:28,iPhone,Aspen,unknown,1.2,2388,15939,1,golden_retriever,0.7112350000000001,True
852553447878664193,2017-04-13 16:05:56,iPhone,Jarod,unknown,1.3,3885,17492,1,bloodhound,0.186498,True
852311364735569921,2017-04-13 00:03:59,iPhone,Wiggles,unknown,1.3,10961,35325,1,barbell,0.971581,False
852226086759018497,2017-04-12 18:25:07,Web Client,General,unknown,1.4,7570,21378,1,prison,0.352793,False
852189679701164033,2017-04-12 16:00:27,iPhone,Sailor,unknown,1.2,1741,12217,1,Bernese_mountain_dog,0.415374,True
851591660324737024,2017-04-11 00:24:08,iPhone,unknown,unknown,1.1,3819,17300,1,Cardigan,0.394507,True
851464819735769094,2017-04-10 16:00:07,iPhone,Iggy,unknown,1.4,7855,25944,2,web_site,0.919649,False
851224888060895234,2017-04-10 00:06:42,iPhone,Snoop,unknown,1.3,6350,22090,3,standard_poodle,0.00568265,True
850753642995093505,2017-04-08 16:54:09,iPhone,Kyle,unknown,1.1,10352,33348,1,pug,0.996952,True
850380195714523136,2017-04-07 16:10:12,iPhone,Leo,unknown,1.3,2915,13994,1,Yorkshire_terrier,0.249012,True
850145622816686080,2017-04-07 00:38:06,iPhone,Riley,unknown,1.1,4244,17519,2,kelpie,0.10539,True
850019790995546112,2017-04-06 16:18:05,iPhone,Boomer,pupper,1.2,5459,21944,3,Shetland_sheepdog,0.759907,True
849776966551130114,2017-04-06 00:13:11,iPhone,unknown,unknown,1.2,8404,32390,2,Chihuahua,0.292092,True
849412302885593088,2017-04-05 00:04:08,iPhone,Noosh,unknown,1.2,3487,17039,4,schipperke,0.907559,True
849336543269576704,2017-04-04 19:03:06,iPhone,unknown,unknown,1.1,2101,12240,1,patio,0.521788,False
849051919805034497,2017-04-04 00:12:06,iPhone,Kevin,unknown,1.3,7396,32617,1,fountain,0.997509,False
848690551926992896,2017-04-03 00:16:10,iPhone,unknown,unknown,1.2,4826,27104,1,flat-coated_retriever,0.8236479999999999,True
848324959059550208,2017-04-02 00:03:26,iPhone,Odin,unknown,1.2,4037,20229,1,malamute,0.5445760000000001,True
848212111729840128,2017-04-01 16:35:01,iPhone,Jerry,unknown,0.6,3444,17618,1,Bedlington_terrier,0.333486,True
847962785489326080,2017-04-01 00:04:17,iPhone,Georgie,unknown,1.0,5730,25296,1,sea_lion,0.882654,False
847842811428974592,2017-03-31 16:07:33,iPhone,Rontu,unknown,1.2,1522,5935,1,Bernese_mountain_dog,0.951337,True
847606175596138505,2017-03-31 00:27:14,iPhone,Cannon,unknown,1.2,3774,20208,1,Cardigan,0.413688,True
847251039262605312,2017-03-30 00:56:03,iPhone,Furzey,unknown,1.2,4800,22036,1,Airedale,0.49538,True
847157206088847362,2017-03-29 18:43:12,iPhone,Daisy,unknown,1.1,6572,21588,2,Staffordshire_bullterrier,0.21960900000000005,True
847116187444137987,2017-03-29 16:00:12,iPhone,unknown,unknown,1.1,3583,23108,1,American_Staffordshire_terrier,0.113434,True
846874817362120707,2017-03-29 00:01:05,iPhone,Tuck,unknown,1.3,4404,21685,2,Shetland_sheepdog,0.450539,True
846514051647705089,2017-03-28 00:07:32,iPhone,Barney,doggo,1.3,13076,48410,2,golden_retriever,0.650003,True
846153765933735936,2017-03-27 00:15:53,iPhone,Vixen,unknown,1.3,10226,34394,1,giant_schnauzer,0.346468,True
846042936437604353,2017-03-26 16:55:29,iPhone,Jarvis,unknown,1.2,3224,17256,1,golden_retriever,0.96111,True
845812042753855489,2017-03-26 01:38:00,iPhone,unknown,unknown,1.3,9894,31737,1,Samoyed,0.979803,True
845677943972139009,2017-03-25 16:45:08,iPhone,unknown,unknown,1.2,5365,27154,1,chow,0.8086810000000001,True
845397057150107648,2017-03-24 22:08:59,iPhone,Mimosa,doggo,1.3,2072,8241,1,Dandie_Dinmont,0.394404,True
845306882940190720,2017-03-24 16:10:40,iPhone,Pickles,pupper,1.2,6039,25225,1,Irish_water_spaniel,0.567475,True
844973813909606400,2017-03-23 18:07:10,iPhone,Brady,unknown,1.2,3617,16361,1,Labrador_retriever,0.742421,True
844704788403113984,2017-03-23 00:18:10,iPhone,Luna,unknown,1.3,11633,42022,1,Labrador_retriever,0.980213,True
844580511645339650,2017-03-22 16:04:20,iPhone,Charlie,unknown,1.1,3533,17871,1,washer,0.903064,False
844223788422217728,2017-03-21 16:26:50,iPhone,Margo,unknown,1.2,2450,14753,1,Labrador_retriever,0.71951,True
843856843873095681,2017-03-20 16:08:44,iPhone,Sadie,unknown,1.2,5220,23211,1,Labrador_retriever,0.92254,True
843604394117681152,2017-03-19 23:25:35,iPhone,Hank,unknown,1.1,3081,18310,1,Labrador_retriever,0.430583,True
843235543001513987,2017-03-18 22:59:54,iPhone,Tycho,unknown,1.3,6852,23315,1,Pembroke,0.958452,True
842846295480000512,2017-03-17 21:13:10,iPhone,Charlie,unknown,1.3,4023,16440,1,Labrador_retriever,0.461076,True
842765311967449089,2017-03-17 15:51:22,iPhone,Indie,unknown,1.2,1439,7321,1,Labrador_retriever,0.0293399,True
842535590457499648,2017-03-17 00:38:32,iPhone,Winnie,unknown,1.3,3937,19637,1,Pembroke,0.685084,True
842163532590374912,2017-03-16 00:00:07,iPhone,George,unknown,1.2,6568,26569,2,French_bulldog,0.891227,True
842115215311396866,2017-03-15 20:48:07,iPhone,Bentley,unknown,1.2,3386,15204,1,chow,0.293493,True
841680585030541313,2017-03-14 16:01:03,iPhone,Penny,unknown,1.2,8748,27854,1,Chihuahua,0.547401,True
841439858740625411,2017-03-14 00:04:30,iPhone,unknown,unknown,1.4,4168,13755,3,Labrador_retriever,0.0481999,True
841314665196081154,2017-03-13 15:47:01,Web Client,Max,unknown,1.3,5312,17305,1,Afghan_hound,0.903712,True
841077006473256960,2017-03-13 00:02:39,iPhone,Dawn,unknown,1.2,5991,24926,1,Brittany_spaniel,0.962985,True
840696689258311684,2017-03-11 22:51:24,iPhone,unknown,unknown,1.0,1116,13377,1,web_site,0.8417680000000001,False
840632337062862849,2017-03-11 18:35:42,iPhone,Maddie,unknown,1.2,1972,9761,1,golden_retriever,0.711148,True
840370681858686976,2017-03-11 01:15:58,iPhone,unknown,unknown,1.3,5146,17918,1,teapot,0.981819,False
840268004936019968,2017-03-10 18:27:58,iPhone,Monty,unknown,1.2,6497,20950,3,Chesapeake_Bay_retriever,0.8639870000000001,True
839990271299457024,2017-03-10 00:04:21,iPhone,Sojourner,unknown,1.3,2597,14640,2,Staffordshire_bullterrier,0.604938,True
839549326359670784,2017-03-08 18:52:12,iPhone,Winston,unknown,1.2,8805,29957,1,Norwich_terrier,0.05248,True
839239871831150596,2017-03-07 22:22:32,iPhone,Odie,unknown,1.3,7422,29684,3,Leonberg,0.927021,True
838921590096166913,2017-03-07 01:17:48,iPhone,Arlo,unknown,1.3,2357,12183,1,Border_terrier,0.664538,True
838561493054533637,2017-03-06 01:26:54,iPhone,Walter,unknown,1.3,1504,11892,1,kelpie,0.216562,True
838476387338051585,2017-03-05 19:48:43,iPhone,Stanley,unknown,1.3,5484,24664,3,Great_Pyrenees,0.997692,True
838083903487373313,2017-03-04 17:49:08,iPhone,Daisy,unknown,1.3,3582,19183,2,chow,0.800975,True
837820167694528512,2017-03-04 00:21:08,iPhone,unknown,pupper,1.2,8952,37277,1,golden_retriever,0.887625,True
837482249356513284,2017-03-03 01:58:22,iPhone,Waffles,unknown,1.3,495,4204,2,birdhouse,0.541196,False
837471256429613056,2017-03-03 01:14:41,iPhone,Vincent,unknown,1.2,2631,13967,1,Norwegian_elkhound,0.976255,True
837366284874571778,2017-03-02 18:17:34,iPhone,Lucy,unknown,1.3,6005,23074,1,American_Staffordshire_terrier,0.660085,True
837110210464448512,2017-03-02 01:20:01,iPhone,Clark,pupper,1.3,2731,17480,1,Siberian_husky,0.767696,True
836989968035819520,2017-03-01 17:22:13,iPhone,Mookie,unknown,1.2,2610,13879,1,toy_poodle,0.005887300000000001,True
836753516572119041,2017-03-01 01:42:39,iPhone,Meera,doggo,1.2,5237,21029,1,schipperke,0.0115635,True
836677758902222849,2017-02-28 20:41:37,iPhone,Oliver,unknown,1.1,2522,13782,2,leopard,0.7974100000000001,False
836380477523124226,2017-02-28 01:00:19,iPhone,Ava,pupper,1.2,3337,16037,1,wooden_spoon,0.08248860000000001,False
836260088725786625,2017-02-27 17:01:56,iPhone,Lucy,unknown,1.3,4850,23177,1,borzoi,0.564688,True
836001077879255040,2017-02-26 23:52:43,iPhone,unknown,unknown,1.3,4935,20924,4,Samoyed,0.963558,True
835574547218894849,2017-02-25 19:37:50,iPhone,Eli,unknown,1.1,4121,19447,1,Staffordshire_bullterrier,0.6106550000000001,True
835297930240217089,2017-02-25 01:18:40,iPhone,Ash,unknown,1.2,3381,17847,1,Rottweiler,0.341276,True
